ad_name,ad_id,canonical,spend,QL,NRI,TQL_booked,TD,CPTD,content_format,creative_type,talent_type,talent_name,production_style,campaign_audience,pain_benefit,headline_theme,language
USA_FB_Leads_Conv_Int_Influencer_Postboost_35-55_Advantage_ShortForm-LP_NA_Video_Priyanshul_060126,120236941193920278,priyanshul,432664,17,17,16,4,108166.0,Testimonial,Video,Influencer,Priyanshul,UGC,Influencer (BAU),Confidence | Grades & School | Thinking vs Calculating,Student Outcomes | Social Proof,English
CAN_FB_Leads_Conv_Expats_34-55_Signup_Old_LP_NA_Video_Testimonial_Gunjan-20s_020126,120237705530660278,testimonial_gunjan-20s,431204,43,43,38,16,26950.0,Testimonial,Video,Parent,Gunjan,UGC,General,Parent Peace of Mind,Student Outcomes,English
CAN_FB_Leads_Conv_Expats_34-55_Signup_Old_LP_NA_Static-Strong-math-Indian-tutors-310126,120237780336780278,strong-math-indian-tutors,406440,57,55,40,17,23908.0,Graphic Explainer,Static,,,Static Graphic,NRI (BAU),Tutor Quality,Expert Tutors,English
USA_FB_Leads_Conv_Int_New_Influencer_Postboost_35-55_Advantage_ShortForm_LP_Signup_Video_Shweta_Negi_180226,120238536374710278,video_shweta_negi,392208,27,26,26,9,43579.0,Testimonial,Video,Influencer,Shweta Negi,UGC,Influencer (BAU),Confidence | Grades & School | Foundation Building,Social Proof | Student Outcomes,English
ANZ_FB_Leads_Conv_int4C_Australia_Video_Cuemath-Hero-5-21s_020326,120242722852040529,anz_fb_leads_conv_int4c_australia_video_cuemath-hero-5-21s,388126,32,16,28,9,43125.0,Product Demo,Video,Child,,Studio,General,Confidence,Student Outcomes,English
USA_PFX_FB_Leads_Conv_LAL_0-2%_Engaged_Priyanshul_131025,120232830887410278,usa_pfx_fb_leads_conv_lal_0-2%_engaged_priyanshul,387349,69,52,9,5,77470.0,Testimonial,Video,Influencer,Priyanshul,UGC,Influencer (BAU),Grades & School,Student Outcomes,English
Math_Kangaroo_Static_30-Day-Prep_040126,120236891217320278,math_kangaroo_static_30-day-prep,373535,16,4,14,3,124512.0,Graphic Explainer,Static,,,Static Graphic,NRI (PLA),Competition Prep,Math Competition,English
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_Old-LP_35-55_NRI_Contextual_Statics_NA_Static-Master-Math-this-Winter-White-060226,120242213711760529,master-math-this-winter-white,351921,36,18,31,11,31993.0,Graphic Explainer,Static,,,Static Graphic,NRI,Foundation Building,Promotional Offer,English
MEA_FB_Leads_Advantage+Non-OTP_form_LeadGen_NA_Video-English-Testimonial-Kasi-Madi-28-Nov-2025,120238149968390529,english-testimonial-kasi-madi-28-nov-2025,350889,43,13,24,17,20641.0,,,,,,,,,
Mea_PFX_FB_Leads-Conv_NA_Int-Female_LeadGen_NA_Video_Updated-Testimonial-Amyra-Parent-26s_070326,120242950496160529,updated-testimonial-amyra-parent-26s,348823,46,29,17,9,38758.0,Testimonial,Video,Parent,Amyra,Studio,Interest (BAU),Parent Peace of Mind,Social Proof,English
USA_FB_Leads_Conv_Advantage_Audience_High_NRI_Creatives_Scaling_Signup_Old-LP_NA_Static-Top-Indian-tutors-060226,120241764474980529,top-indian-tutors,346569,31,19,30,7,49510.0,Graphic Explainer,Static,,,Static Graphic,NRI,Tutor Quality,Expert Tutors,English
USA_FB_Leads_Conv_Razorpay_NRI_Audience_35-55_English_Testimonials_Part2_LeadGen_NA_Video_Testimonial-Shruti-25s_130426,120241376092460278,testimonial-shruti-25s,341851,26,23,14,3,113950.0,Testimonial,Video,Parent,Shruti,UGC,NRI (BAU),Grades & School,Student Outcomes,English
USA_FB_Leads_Conv_Influencer_LAL_Enrolled_Signup_LP_Postboost_Video_Priyanshul_170326,120239819528750278,postboost_video_priyanshul,331799,24,17,23,8,41475.0,Testimonial,Video,Influencer,Priyanshul,UGC,Influencer,Confidence,Student Outcomes,English
MEA_FB_Leads_Advantage+Non-OTP_form_LeadGen_NA_Video_Updated-Testimonial-Amyra-Parent-26s_24-Nov-2025,120237864588780529,updated-testimonial-amyra-parent-26s_24-nov-2025,324499,27,3,14,7,46357.0,,,,,,,,,
Static_W-Ch-Strong-Foundations_230226,120238786756270278,static_w-ch-strong-foundations,323813,43,5,40,7,46259.0,Graphic Explainer,Static,,,Static Graphic,Chinese (PLA),Foundation Building,Building Foundations,English
USA_PFX_FB_Leads_Conv_Advantage+Audience_Telugu_LeadGen_NA_Video_Testimonial-Lakshami-32s-Telugu_050925,120236120806950278,testimonial-lakshami-32s-telugu,319281,62,62,22,14,22806.0,Testimonial,Video,Parent,Lakshami,UGC,Vernacular (BAU),Confidence | Grades & School | Parent Peace of Mind,Student Outcomes | Social Proof,Telugu
ANZ-UK_FB_Leads_Conv_int4C_UK_Video_Testimonial-Gunjan-Video-V2_100226,120241884258980529,anz-uk_fb_leads_conv_int4c_uk_video_testimonial-gunjan-video,310723,53,29,24,8,38840.0,Testimonial,Video,Parent,Gunjan,UGC,Interest (BAU),Foundation Building,Promotional Offer,English
Mea_PFX_FB_Leads-Conv_AD-DH-Sha-Cities_Int-Premium_LeadGen_NA_Video_Updated-Testimonial-Jasleen-15s_170925,120233924465240529,updated-testimonial-jasleen-15s,305836,13,7,6,4,76459.0,,,,,,,,,
ANZ_PFX_FB_Leads_Conv_Int_All-Expats_35-55_Australia_Static_W-NAPLAN-Start-Summer_210126,120241108014650529,anz_pfx_fb_leads_conv_int_all-expats_35-55_australia_static_,297452,43,4,21,15,19830.0,Graphic Explainer,Static,,,Static Graphic,General (BAU),Grades & School,Building Foundations,English
ANZ-NZ_FB_Leads_Conv_LAL-PayU_New-Zealand_Video_Testimonial-Gunjan-Video-V2_310126,120241524368700529,anz-nz_fb_leads_conv_lal-payu_new-zealand_video_testimonial-,292651,34,23,24,10,29265.0,Testimonial,Video,Parent,Gunjan,UGC,Lookalike (BAU),Grades & School,Student Outcomes,English
USA_FB_Leads_Conv_Int_Parents_Influencer_Postboost_35-55_ShortForm_Old-LP_Signup_Video_Shweta_Negi_100226,120238235075980278,usa_fb_leads_conv_int_parents_influencer_postboost_35-55_sho,281217,29,28,27,14,20087.0,Testimonial,Video,Influencer,Shweta Negi,UGC,Influencer,Grades & School,Social Proof,English
MEA_AKT_FB_Leads_Conv_Interest_Maths_Engaged_shoppers_Parents_with_preteens_NA_Static_O-Strong-Foundations_V2-121225,120239294290930529,o-strong-foundations_v2,275051,39,19,22,13,21158.0,,,,,,,,,
ANZ-UK_FB_Leads_Conv_PayU_UK_Video_Testimonial2-Shalini_190226,120242204454250529,anz-uk_fb_leads_conv_payu_uk_video_testimonial2-shalini,270371,33,22,13,6,45062.0,Testimonial,Video,Influencer,Shalini,UGC,Lookalike (BAU),Confidence | Grades & School | Parent Peace of Mind,Student Outcomes | Parent Peace of Mind,English
MEA_AKT_FB_Leads_Conv_Cities_Int_Premium_Brands-New-Creatives-35-55_LeadGen_NA_Video-Webinar3-07-Nov-2025,120236806174150529,webinar3-07-nov-2025,265519,27,8,16,8,33190.0,,,,,,,,,
USA_AKT_FB_Leads_Conv_Advantage_Audience-Telugu_35-55_LeadGen_Telugu_Creatives_Telugu_copy_NA_Static_Balamaina_Math_Foundation_150126,120237289931920278,balamaina_math_foundation,257222,27,27,9,3,85741.0,Graphic Explainer,Static,,,Static Graphic,Vernacular (BAU),Foundation Building,Building Foundations,Telugu
USA_FB_Leads_Conv_Int_New_Influencer_Postboost_35-55_Advantage_ShortForm_LP_Signup_Video_Keerthi_230126,120237504681690278,video_keerthi,253214,26,26,24,10,25321.0,Talking Head,Video,Influencer,Keerthi,UGC,Influencer,Confidence | Grades & School | Thinking vs Calculating,Student Outcomes | Personalized Learning,English
Video_Testimonial_Gunjan-13s_260126,120237578747870278,video_testimonial_gunjan-13s,244411,33,12,31,14,17458.0,Testimonial,Video,Parent,Gunjan,UGC,NRI (PLA),Grades & School,Student Outcomes,Hindi
MEA_AKT_FB_Leads_Conv_UAE_HNIs_Targeting_LP_Pricing_Creatives_60AED_Signup_NA_Static-IB-MYP1_260126,120241309855660529,ib-myp1,244062,17,0,12,4,61016.0,Graphic Explainer,Static,Parent,,Static Graphic,General,Foundation Building | Personalization | Tutor Quality,Promotional Offer | Expert Tutors,English
Mea_PFX_FB_Leads-Conv_AD-DH-Sha-Cities_Int-Premium_LeadGen_NA_Static_Y-Girl-MathFit_240925,120234243117660529,y-girl-mathfit,241594,28,3,14,8,30199.0,,,,,,,,,
USA_FB_Leads_Conv_Razorpay_LAL_35_60_Signup_PLA_LP_High_School_NA_Video_High-School-Testimonial-Madhavi_150426,120241480802690278,high-school-testimonial-madhavi,240858,16,15,14,3,80286.0,,,,,,,,,
USA_FB_Leads_Conv_Int_New_Influencer_Postboost_35-55_Advantage_ShortForm_LP_Signup_Video_Priyanshul-IG-video_280126,120237638751310278,video_priyanshul-ig-video,236527,21,21,19,9,26281.0,Testimonial,Video,Influencer,Priyanshul,UGC,Influencer,Grades & School,Student Outcomes,English
USA_FB_Leads_Conv_LAL_PayU_IndianAudience_NRI_35-55_Math-Kangaroo_LeadGen_NA_Static-Build Skills-V2-111225,120235861161630278,build skills-v2,228113,21,21,11,5,45623.0,Graphic Explainer,Static,Child,,Static Graphic,NRI (BAU),Foundation Building,Building Foundations,English
ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Static_W-NAPLAN-2026-Ready_030226,120241620625770529,anz_fb_leads_conv_lal-ql-0to2%_australia_static_w-naplan-202,227400,36,10,15,7,32486.0,Graphic Explainer,Static,Child,,Static Graphic,Lookalike (BAU),Grades & School,Student Outcomes,English
ANZ_FB_Leads_Conv_Bollywood_Australia_Video_Testimonial-Lakshmi_170226,120242176989970529,anz_fb_leads_conv_bollywood_australia_video_testimonial-laks,221244,35,22,12,7,31606.0,Testimonial,Video,Parent,Lakshmi,UGC,Interest (BAU),Parent Peace of Mind,Social Proof,English
USA_FB_Leads_Conv_LAL_PayU_IndianAudience_NRI_35-55_LeadGen_NA_Video_Testimonial-Sameer-23s_020126,120236831598890278,testimonial-sameer-23s,220519,22,22,4,2,110260.0,Testimonial,Video,Parent,Sameer,UGC,NRI (BAU),Grades & School,Student Outcomes,English
USA_FB_Leads_Conv_Razorpay_LAL_NRI_Audience_35-55_English_Testimonials_LeadGen_NA_Video_English_Testimonial_Rishva_Patel_200426,120241740457740278,english_testimonial_rishva_patel,219834,20,16,8,3,73278.0,,,,,,,,,
USA_FB_Leads_Conv_LAL_PayU_IndianAudience_NRI_35-55_Christmas_LeadGen_NA_Video-Christmas-High-School-Testimonial-Madhavi-Christmas-Badge-121225,120235939550310278,christmas-high-school-testimonial-madhavi-christmas-badge,212910,34,34,19,16,13307.0,Testimonial,Video,Parent,Madhavi,UGC,NRI (BAU),Grades & School,Student Outcomes,English
USA_FB_Leads_Conv_LAL_Enrolled_35-55_High_School_LeadGen_NA_High-School-SAT-Prep-Manan-Sir-Video-130126,120237201294000278,high-school-sat-prep-manan-sir-video,204275,30,28,13,9,22697.0,Talking Head,Video,Tutor,Manan Sir,Studio,Lookalike (BAU),Competition Prep,Expert Tutors,English
ANZ_FB_Leads_Conv_Parents-All-Pri+Sec_Australia_Static_Y-Testimonial-Vishal_020326,120242719342030529,anz_fb_leads_conv_parents-all-pri+sec_australia_static_y-tes,203618,33,26,20,13,15663.0,Testimonial,Static,Parent,Vishal,Static Graphic,General (BAU),Grades & School,Social Proof,English
ANZ_FB_Leads_Conv_Influencers_Australia_Video_Jugnu_200326,120243665219520529,anz_fb_leads_conv_influencers_australia_video_jugnu,203515,24,13,22,8,25439.0,Testimonial,Video,Influencer,Jugnu,UGC,Influencer,Confidence,Student Outcomes,English
USA_FB_Leads_Conv_PayU_NRI_Audience_Signup_LP_Influencer_Perf_Edit_NA_Video_Influencers_Montage_250326,120240202794450278,influencers_montage,202752,10,10,10,7,28965.0,Testimonial,Video,Influencer,,UGC,NRI,Confidence | Grades & School | Foundation Building,Social Proof | Student Outcomes,English
USA_FB_Leads_Conv_LAL_Enrolled_Signup_LP_Holi_Creatives_NA_Static_Color_Their_Future_200226,120238697430640278,color_their_future,202150,11,10,11,6,33692.0,Graphic Explainer,Static,,,Static Graphic,General,Confidence | Grades & School | Foundation Building,Student Outcomes | Personalized Learning,English
ANZ-NZ_FB_Leads_Conv_HNI_New-Zealand_Video_Tamil-Parent-Shoot-in-English_140226,120242027537360529,anz-nz_fb_leads_conv_hni_new-zealand_video_tamil-parent-shoo,200616,27,10,6,2,100308.0,Testimonial,Video,Parent,,Studio,HNI (BAU),Grades & School,Student Outcomes,Tamil
USA_FB_Leads_Conv_PayU_New_Audience_35-55_LeadGen_NA_Video_English_Testimonial_Jyoti_Sharma_Grade2_060426,120240959178160278,english_testimonial_jyoti_sharma_grade2,200182,21,12,9,5,40037.0,Testimonial,Video,Parent,Jyoti Sharma,UGC,Lookalike (BAU),Grades & School,Student Outcomes,English
ANZ_FB_Leads_Conv_Influencers_Australia_Video_Influencer-Sahar_090426,120244693754020529,anz_fb_leads_conv_influencers_australia_video_influencer-sah,194163,20,13,19,6,32361.0,,,,,,,,,
USA_PFX_FB_Leads_Conv_Advantage+Audience_Telugu_LeadGen_NA_Video_Testimonial-Ananth-29s-Telugu_250925,120237183963420278,testimonial-ananth-29s-telugu,194137,49,49,12,4,48534.0,Testimonial,Video,Parent,Ananth,UGC,Vernacular (BAU),Grades & School,Student Outcomes,Telugu
USA_FB_Leads_Conv_Advantage_Audience_High_NRI_Creatives_Scaling_Signup_Old-LP_NA_Video-Satish-English-Testimonial-030426,120244435991860529,satish-english-testimonial,193993,7,6,6,5,38799.0,Testimonial,Video,Parent,Satish,Studio,NRI (BAU),Confidence | Grades & School | Tutor Quality,Student Outcomes,English
ANZ_FB_Leads_Conv_int-Parents_Australia_Static_Y-Testimonial-Vishal_200326,120243611728890529,anz_fb_leads_conv_int-parents_australia_static_y-testimonial,192582,12,6,12,5,38516.0,Testimonial,Static,Parent,Vishal,Static Graphic,General,Confidence | Grades & School | Foundation Building,Social Proof,English
ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Video_Testimonial-Vandana_280126,120241396461070529,anz_fb_leads_conv_lal-ql-0to2%_australia_video_testimonial-v,192146,16,5,9,6,32024.0,Testimonial,Video,Parent,Vandana,Studio,Lookalike (BAU),Confidence,Student Outcomes,English
ANZ_FB_Leads_Conv_Parents-All-Pri+Sec_Australia_Static_Y-NAPLAN-Chinese_290126,120241417942960529,anz_fb_leads_conv_parents-all-pri+sec_australia_static_y-nap,191420,30,0,8,6,31903.0,Graphic Explainer,Static,Parent,,Static Graphic,General (BAU),Grades & School,Student Outcomes,English
ANZ-SG_FB_Leads_Conv_int4C_Singapore_Video_Mother-Video-V2_050226,120241670853830529,anz-sg_fb_leads_conv_int4c_singapore_video_mother-video-v2,190593,22,7,12,6,31766.0,Testimonial,Video,Parent,,UGC,Interest (BAU),Confidence | Grades & School | Foundation Building,Student Outcomes | Parent Peace of Mind,English
ANZ-UK_FB_Leads_Conv_PayU_UK_Static_P-Gamified_250226,120242507070640529,anz-uk_fb_leads_conv_payu_uk_static_p-gamified,189495,26,9,11,3,63165.0,Graphic Explainer,Static,Child,,Static Graphic,Lookalike (BAU),Fun & Engagement,Fun & Engagement,English
ANZ_FB_Leads_Conv_Int-4C_Australia_Video_Testimonial-Mohit-Kukreja_060126,120240477136190529,anz_fb_leads_conv_int-4c_australia_video_testimonial-mohit-k,188745,35,23,20,12,15729.0,Testimonial,Video,Parent,Mohit Kukreja,UGC,NRI (BAU),Confidence | Grades & School | Foundation Building,Student Outcomes | Social Proof,English
USA_FB_Leads_Conv_LAL_PayU_IndianAudience_NRI_35-55_AMC_LeadGen_NA_Static-Boost-score-in-AMC8--310126,120237779888840278,boost-score-in-amc8,188026,26,10,5,4,47007.0,Graphic Explainer,Static,,,Static Graphic,NRI (BAU),Competition Prep,Math Competition,English
ANZ-UK_FB_Leads_Conv_int4C_UK_Video_Testimonial-Vandana_100226,120241884259000529,anz-uk_fb_leads_conv_int4c_uk_video_testimonial-vandana,184492,26,9,13,11,16772.0,Testimonial,Video,Parent,Vandana,UGC,Interest (BAU),Grades & School,Student Outcomes,English
ANZ_PFX_FB_Leads-Conv_Australia_LeadGen_NA_Static_NAPLAN-Chinese_061125,120238694751330529,naplan-chinese,182062,16,9,10,8,22758.0,Graphic Explainer,Static,,,Static Graphic,PLA,Grades & School,Student Outcomes,English
USA_FB_Leads_Conv_LAL_Enrolled_35-55_Republic_Day_LeadGen_NA_Static-make-child-mathfit-200126,120237428961730278,make-child-mathfit,181205,24,23,6,3,60402.0,Graphic Explainer,Static,Child,,Static Graphic,Lookalike (BAU),Foundation Building,Building Foundations,English
ANZ_FB_Leads_Conv_India-Expats_Australia_Video_Cuemath-Hero-5-21s_061125,120240481181590529,anz_fb_leads_conv_india-expats_australia_video_cuemath-hero-,176699,36,21,14,9,19633.0,Product Demo,Video,,,Animated,NRI (BAU),Grades & School,Student Outcomes,English
MEA_AKT_FB_Leads_Conv_Interest_Maths_Engaged_shoppers_Parents_with_preteens_Video_Brand-Mission-27s_20-Oct-2025,120235741371670529,mea_akt_fb_leads_conv_interest_maths_engaged_shoppers_parent,174236,19,10,15,11,15840.0,Graphic Explainer,Video,,,Static Graphic,Interest (BAU),Foundation Building,Building Foundations,English
ANZ_FB_Leads_Conv_Bollywood_Australia_Video_Testimonial-Montage_180326,120243480430270529,anz_fb_leads_conv_bollywood_australia_video_testimonial-mont,173899,23,14,8,4,43475.0,Testimonial,Video,Parent,,UGC,Interest (BAU),Confidence | Grades & School | Parent Peace of Mind,Student Outcomes | Social Proof,English
MEA_AKT_FB_Leads_Conv_UAE_High_ROAS_Creative_Scaling_LP_Signup_NA_Static-Parents-believed-offline-was-better-180226,120242164762290529,parents-believed-offline-was-better,173689,12,2,11,5,34738.0,Graphic Explainer,Static,,,Static Graphic,General,Parent Peace of Mind,Parent Peace of Mind,English
USA_FB_Leads_Conv_LAL_Enrolled_35-55_Pricing_Creatives_LeadGen_NA_Static-starting-at-$20-per-class-220126,120237462304830278,starting-at-$20-per-class,171794,21,21,8,3,57265.0,Static Graphic,Static,Child,,Static Graphic,Lookalike (BAU),Parent Peace of Mind,Promotional Offer,English
USA_FB_Leads_Conv_Influencer_35_55_Advantage_LP_Signup_NA_Video_Shalini_Inhouse_Edit_030326,120239188820820278,shalini_inhouse_edit,171169,15,11,15,4,42792.0,Testimonial,Video,Influencer,Shalini,Studio,Influencer,Personalization,Student Outcomes,English
K-2_Testimonial_Tripura_Shankar_240226,120238878590930278,k-2_testimonial_tripura_shankar,168781,9,8,8,5,33756.0,Testimonial,Video,Parent,Shankar,Studio,NRI (PLA),Confidence | Grades & School | Foundation Building,Student Outcomes | Social Proof,English
ANZ_FB_Leads_Conv_LAL-PayU_Australia_Video_Testimonial-Vandana_110226,120241902270380529,anz_fb_leads_conv_lal-payu_australia_video_testimonial-vanda,167890,13,7,6,5,33578.0,Testimonial,Video,Parent,Vandana,Studio,Lookalike (BAU),Parent Peace of Mind,Student Outcomes,English
USA_FB_Leads_Conv_LAL_Enrolled_Signup_Old-LP_35-55_Influencer_NA_Video_Keerthi_030226,120241669285770529,keerthi,163831,8,6,7,2,81916.0,Testimonial,Video,Influencer,Keerthi,UGC,Influencer,Confidence | Grades & School | Parent Peace of Mind,Social Proof,English
ANZ-UK_FB_Leads_Conv_int4C_UK_Video_Testimonial-Robin-Wife_100226,120241884258990529,anz-uk_fb_leads_conv_int4c_uk_video_testimonial-robin-wife,159944,20,7,13,7,22849.0,Testimonial,Video,Parent,Robin,UGC,Interest (BAU),Parent Peace of Mind,Social Proof,English
ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Static_W-Testimonial-NAPLAN_030226,120241620625760529,anz_fb_leads_conv_lal-ql-0to2%_australia_static_w-testimonia,159595,26,1,10,6,26599.0,Testimonial,Static,Parent,,Static Graphic,Lookalike (BAU),Grades & School,Student Outcomes,English
ANZ-UK_FB_Leads_Conv_PayU_UK_Video_Testimonial-Vandana_230326,120243678616600529,anz-uk_fb_leads_conv_payu_uk_video_testimonial-vandana,156129,14,8,10,5,31226.0,Testimonial,Video,Parent,Vandana,Studio,Lookalike (BAU),Confidence | Grades & School | Foundation Building,Student Outcomes | Social Proof,English
ANZ_FB_Leads_Conv_Parents-All-Pri+Sec_Australia_Video_Testimonial-Mohit-Kukreja_290126,120241417588410529,anz_fb_leads_conv_parents-all-pri+sec_australia_video_testim,155881,16,3,4,3,51960.0,Testimonial,Video,Parent,Mohit Kukreja,UGC,General (BAU),Parent Peace of Mind,Student Outcomes,English
ANZ_FB_Leads_Conv_LAL-PayU_Australia_Video_Cuemath-Hero-5-21s_020326,120242711833210529,anz_fb_leads_conv_lal-payu_australia_video_cuemath-hero-5-21,155012,15,11,7,2,77506.0,Graphic Explainer,Video,,,Static Graphic,Lookalike (BAU),Foundation Building,Promotional Offer,English
ANZ_PFX_FB_Leads-Conv_Australia_Int-All-Expats_LeadGen_NA_Video_Vandana-30-Sec_251125,120237959895090529,vandana-30-sec,154344,4,0,4,3,51448.0,Talking Head,Video,Parent,Vandana,Studio,"ANZ_PFX_FB_Leads_Conv_Combined_LeadGen_0 (BAU, unclassified)",Grades & School,Student Outcomes,English
USA_FB_Leads_Conv_Int_New_Influencer_Postboost_35-55_Advantage_ShortForm_LP_Signup_Video_Anudeep_180226,120238536489540278,video_anudeep,153756,11,10,10,3,51252.0,Testimonial,Video,Influencer,Anudeep,UGC,Influencer,Grades & School,Student Outcomes,English
USA_FB_Leads_Conv_Expats_NRI_Signup_Old-LP_35-55_Influencer_NA_Video_Priyanshul_IG_video_290126,120241670914190529,priyanshul_ig_video,152903,7,7,7,3,50968.0,Testimonial,Video,Influencer,Priyanshul,UGC,NRI,Personalization,Social Proof,English
USA_FB_Leads_Conv_LAL_PayU_IndianAudience_NRI_35-55_Christmas_LeadGen_NA_Static-Christmas-Master-Algebra-Geometry-101225,120235791962390278,christmas-master-algebra-geometry,152695,11,11,9,6,25449.0,Graphic Explainer,Static,,,Static Graphic,NRI (BAU),Foundation Building,Promotional Offer,English
ANZ-EU_FB_Leads_Conv_int4C_EU_Video_Testimonial-Vandana_050426,120244480511300529,anz-eu_fb_leads_conv_int4c_eu_video_testimonial-vandana,147010,30,21,8,5,29402.0,Testimonial,Video,Parent,Vandana,UGC,NRI (BAU),Confidence | Grades & School | Foundation Building,Student Outcomes | Social Proof,English
ANZ_FB_Leads_Conv_LAL-QL-0to2%_Australia_Video_Testimonial-Mohit-Kukreja_280126,120241396461050529,anz_fb_leads_conv_lal-ql-0to2%_australia_video_testimonial-m,144478,11,0,4,2,72239.0,Testimonial,Video,Parent,Mohit Kukreja,UGC,Lookalike (BAU),Grades & School,Student Outcomes,English
USA_FB_Leads_Conv_Expats_High_School_40_60_Signup_LP_Statics_NA_Static-High-School-AP-Calculus-BC-090426,120241146397150278,high-school-ap-calculus-bc,143995,9,7,8,2,71998.0,,,,,,,,,
MEA_AKT_FB_Leads_Conv_UAE_CTF_Parents_Targeting_LP_Signup_NA_Video-Australia-English-Testimonial_31-Oct-2025,120240286558770529,australia-english-testimonial_31-oct-2025,142549,12,2,12,3,47517.0,Testimonial,Video,Parent,,UGC,General (BAU),Confidence,Student Outcomes,English
ANZ-UK_FB_Leads_Conv_India-Expats_UK_Static_O-Classroom-Maths_050226,120241725931950529,anz-uk_fb_leads_conv_india-expats_uk_static_o-classroom-math,141944,14,0,5,3,47315.0,Graphic Explainer,Static,,,Static Graphic,NRI (BAU),Personalization,Personalized Learning,English
ANZ_FB_Leads_Conv_int4C_Australia_Video_Mother-Video-V2_020326,120242722852050529,anz_fb_leads_conv_int4c_australia_video_mother-video-v2,141251,9,5,7,3,47084.0,Testimonial,Video,Parent,,UGC,General,Grades & School,Student Outcomes,English
ANZ_PFX_FB_Leads-Conv_Australia_All-Expats_ShortForm-LP-Signup_NA_Static_Y-Boost-NAPLAN-White_101225,120239069623280529,y-boost-naplan-white,140078,16,12,7,3,46693.0,Graphic Explainer,Static,,,Static Graphic,PLA,Grades & School,Student Outcomes,English
ANZ_FB_Leads_Conv_NRI-Cities-Female_Australia_Video_Testimonial-Montage_200326,120243610634500529,anz_fb_leads_conv_nri-cities-female_australia_video_testimon,138875,13,12,10,6,23146.0,Testimonial,Video,Child,,UGC,NRI,Grades & School,Student Outcomes,English
ANZ-UK_FB_Leads_Conv_int4C_UK_Video_Testimonial-Minal_250226,120242524603570529,anz-uk_fb_leads_conv_int4c_uk_video_testimonial-minal,138578,15,10,11,6,23096.0,Testimonial,Video,Parent,Minal,UGC,Interest (BAU),Confidence | Grades & School,Student Outcomes,English
Static_Y-Chinese-Vernac_Boy_100426,120241293443260278,static_y-chinese-vernac_boy,134018,6,1,6,2,67009.0,,,,,,,,,
ANZ_FB_Leads_Conv_LAL-PayU_Australia_Video_Tamil-Parent-Shoot-in-English_020326,120242711833230529,anz_fb_leads_conv_lal-payu_australia_video_tamil-parent-shoo,128908,14,12,10,8,16114.0,Testimonial,Video,Parent,,Studio,Lookalike (BAU),Grades & School,Student Outcomes,Tamil
ANZ_FB_Leads_Conv_NRI-Cities-Female_Australia_Static_Y-Testimonial-Vishal_200326,120243610382320529,anz_fb_leads_conv_nri-cities-female_australia_static_y-testi,127741,10,8,8,4,31935.0,Testimonial,Static,Parent,Vishal,Static Graphic,NRI,Grades & School,Social Proof,English
USA_PFX_FB_Leads-Conv_NA_Int-Expats-Telugu_LeadGen_NA_Video_Testimonial-Deepthi-31s-Telugu_111125,120237224218880278,testimonial-deepthi-31s-telugu,126409,18,18,7,3,42137.0,Testimonial,Video,Influencer,Deepthi Bandaru,UGC,NRI (BAU),Grades & School,Student Outcomes,Telugu
MEA_AKT_FB_Leads_Conv_UAE_High_ROAS_Creative_Scaling_LP_Signup_NA_Static-B-Around-Your-Child-V3-040126,120240396239720529,b-around-your-child-v3,125645,13,0,13,4,31411.0,Graphic Explainer,Static,,,Static Graphic,General,Personalization,Personalized Learning,English
AI-Video-MathFit_250226,120238896569360278,ai-video-mathfit,125127,20,1,19,2,62564.0,Product Demo,Video,,,AI Generated,NRI (PLA),Personalization,Personalized Learning,English
ANZ-NZ_FB_Leads_Conv_HNI_New-Zealand_Video_Cuemath-Hero-5-21s_140226,120242027537410529,anz-nz_fb_leads_conv_hni_new-zealand_video_cuemath-hero-5-21,124440,14,1,5,2,62220.0,Product Demo,Video,,,Animated,HNI (BAU),Thinking vs Calculating,Building Foundations,English
ANZ_FB_Leads_Conv_India-Expats_Australia_Video_Testimonial-Montage_180326,120243484065040529,anz_fb_leads_conv_india-expats_australia_video_testimonial-m,121621,16,13,7,5,24324.0,Testimonial,Video,Parent,,UGC,NRI (BAU),Parent Peace of Mind,Social Proof,English
USA_FB_Leads_Conv_LAL_Enrolled_35-55_NRI_Contextual_Statics_LeadGen_NA_Static-Top-Indian-tutors-NRI-Ad2-230126,120237504841830278,top-indian-tutors-nri-ad2,121516,16,14,5,2,60758.0,Graphic Explainer,Static,,,Static Graphic,Lookalike (BAU),Tutor Quality,Expert Tutors,English
ANZ-NZ_FB_Leads_Conv_PayU_New-Zealand_Video_Tamil-Parent-Shoot-in-English_110226,120241934286250529,anz-nz_fb_leads_conv_payu_new-zealand_video_tamil-parent-sho,119786,9,0,3,2,59893.0,Testimonial,Video,Parent,,Studio,Lookalike (BAU),Grades & School,Student Outcomes,Tamil
Static_Y-Ch-Child_280126,120237659851600278,static_y-ch-child,118354,11,3,11,5,23671.0,Graphic Explainer,Static,Child,,Static Graphic,NRI (PLA),Thinking vs Calculating,Fun & Engagement,English
